CustomerID,BillDate,UsageGB,TotalCharge,PaymentStatus,PaymentDate
13,2025-03-02,91.26,29.74,Paid,2025-03-09
13,2025-04-01,396.41,79.24,Paid,2025-04-03
13,2025-05-01,310.71,81.28,Unpaid,
13,2025-05-31,343.08,72.0,Paid,2025-06-06
13,2025-06-30,89.91,31.74,Unpaid,
13,2025-07-30,309.11,53.68,Paid,2025-08-13
13,2025-08-29,90.96,29.63,Unpaid,
13,2025-09-28,205.09,59.76,Unpaid,
14,2025-01-01,376.79,81.52,Partial,
14,2025-01-31,237.98,53.01,Unpaid,
14,2025-03-02,331.87,85.51,Unpaid,
14,2025-04-01,115.83,36.97,Paid,2025-04-06
14,2025-05-01,358.01,87.85,Partial,
14,2025-05-31,466.0,97.95,Paid,2025-05-31
14,2025-06-30,275.69,69.01,Paid,2025-07-11
14,2025-07-30,273.73,51.92,Unpaid,
14,2025-08-29,60.67,30.9,Unpaid,
14,2025-09-28,210.11,52.51,Partial,
15,2025-01-01,360.17,69.25,Paid,2025-01-07
15,2025-01-31,486.67,111.48,Partial,
15,2025-03-02,150.99,49.92,Paid,2025-03-04
15,2025-04-01,202.88,54.73,Partial,
15,2025-05-01,172.03,41.2,Partial,
15,2025-05-31,100.47,38.35,Paid,2025-06-02
15,2025-06-30,345.12,87.55,Unpaid,
15,2025-07-30,109.57,31.26,Unpaid,
15,2025-08-29,308.32,77.94,Paid,2025-09-01
15,2025-09-28,355.82,61.07,Unpaid,
16,2025-01-01,154.09,42.54,Partial,
16,2025-01-31,64.02,31.19,Paid,2025-02-13
16,2025-03-02,273.22,71.1,Unpaid,
16,2025-04-01,490.43,117.94,Partial,
16,2025-05-01,335.91,62.12,Paid,2025-05-01
16,2025-05-31,409.73,74.52,Partial,
16,2025-06-30,212.32,57.05,Partial,
16,2025-07-30,485.39,115.49,Paid,2025-08-09
16,2025-08-29,258.93,69.39,Paid,2025-09-05
16,2025-09-28,489.13,69.0,Partial,
17,2025-01-01,183.41,42.14,Unpaid,
17,2025-01-31,417.3,71.94,Paid,2025-02-13
17,2025-03-02,316.06,66.78,Paid,2025-03-09
17,2025-04-01,484.34,99.23,Unpaid,
17,2025-05-01,240.72,44.96,Partial,
17,2025-05-31,119.98,42.05,Partial,
17,2025-06-30,174.31,44.95,Paid,2025-07-13
17,2025-07-30,431.66,101.17,Partial,
17,2025-08-29,377.45,67.64,Partial,
17,2025-09-28,349.81,77.24,Paid,2025-10-05
18,2025-01-01,158.37,47.62,Unpaid,
18,2025-01-31,223.79,63.92,Unpaid,
18,2025-03-02,341.61,59.99,Paid,2025-03-06
18,2025-04-01,248.23,48.43,Unpaid,
18,2025-05-01,399.6,70.14,Unpaid,
18,2025-05-31,108.55,38.32,Unpaid,
18,2025-06-30,168.1,41.03,Unpaid,
18,2025-07-30,142.18,44.87,Unpaid,
18,2025-08-29,86.34,37.26,Unpaid,
18,2025-09-28,431.88,75.83,Paid,2025-10-08
19,2025-01-01,279.87,65.65,Unpaid,
19,2025-01-31,73.01,29.55,Partial,
19,2025-03-02,344.74,77.17,Paid,2025-03-07
19,2025-04-01,98.95,30.97,Paid,2025-04-11
19,2025-05-01,385.86,93.46,Paid,2025-05-04
19,2025-05-31,112.21,32.31,Unpaid,
19,2025-06-30,118.68,32.14,Unpaid,
19,2025-07-30,56.85,26.35,Partial,
19,2025-08-29,312.82,57.77,Paid,2025-09-06
19,2025-09-28,472.69,69.11,Unpaid,
20,2025-01-01,127.98,34.45,Paid,2025-01-04
20,2025-01-31,185.98,49.9,Partial,
20,2025-03-02,103.78,30.78,Unpaid,
20,2025-04-01,377.39,86.96,Unpaid,
20,2025-05-01,445.06,105.45,Partial,
20,2025-05-31,266.75,51.34,Unpaid,
20,2025-06-30,181.24,46.27,Unpaid,
20,2025-07-30,438.83,102.12,Unpaid,
20,2025-08-29,263.7,59.25,Paid,2025-09-05
20,2025-09-28,126.68,42.9,Unpaid,
21,2025-01-01,405.61,76.21,Partial,
21,2025-01-31,487.56,70.93,Paid,2025-02-08
21,2025-03-02,132.48,37.53,Partial,
21,2025-04-01,269.59,62.5,Paid,2025-04-07
21,2025-05-01,388.88,83.12,Paid,2025-05-07
21,2025-05-31,397.89,78.69,Partial,
21,2025-06-30,95.61,33.97,Unpaid,
21,2025-07-30,495.16,86.76,Unpaid,
21,2025-08-29,412.61,94.45,Partial,
21,2025-09-28,89.69,32.98,Paid,2025-10-10
22,2025-01-01,195.46,42.57,Unpaid,
22,2025-01-31,360.35,74.95,Partial,
22,2025-03-02,497.96,102.59,Unpaid,
22,2025-04-01,96.88,31.58,Paid,2025-04-06
22,2025-05-01,489.48,86.3,Paid,2025-05-15
22,2025-05-31,380.47,74.23,Partial,
22,2025-06-30,167.9,46.97,Unpaid,
22,2025-07-30,492.84,74.66,Paid,2025-08-01
22,2025-08-29,405.6,71.56,Unpaid,
22,2025-09-28,322.28,62.52,Paid,2025-10-12
23,2025-01-01,253.76,50.41,Unpaid,
23,2025-01-31,321.28,65.28,Partial,
23,2025-03-02,408.64,77.92,Paid,2025-03-13
23,2025-04-01,400.47,76.06,Paid,2025-04-01
23,2025-05-01,184.65,46.12,Partial,
23,2025-05-31,316.13,78.77,Unpaid,
23,2025-06-30,265.55,68.19,Unpaid,
23,2025-07-30,140.03,45.38,Unpaid,
23,2025-08-29,325.56,69.57,Partial,
23,2025-09-28,113.61,31.83,Paid,2025-10-05
24,2025-01-01,481.79,90.81,Unpaid,
24,2025-01-31,182.18,42.84,Paid,2025-02-01
24,2025-03-02,117.66,42.45,Partial,
24,2025-04-01,133.11,40.55,Paid,2025-04-08
24,2025-05-01,314.56,65.6,Partial,
24,2025-05-31,247.84,64.66,Unpaid,
24,2025-06-30,327.18,62.21,Unpaid,
24,2025-07-30,267.18,68.33,Partial,
24,2025-08-29,265.62,62.85,Partial,
24,2025-09-28,362.94,60.71,Unpaid,
25,2025-01-01,325.71,63.09,Partial,
25,2025-01-31,247.9,56.77,Unpaid,
25,2025-03-02,308.53,51.89,Unpaid,
25,2025-04-01,392.1,90.72,Paid,2025-04-01
25,2025-05-01,499.32,98.83,Partial,
25,2025-05-31,334.06,85.66,Paid,2025-06-13
25,2025-06-30,392.33,87.0,Unpaid,
25,2025-07-30,478.61,81.33,Partial,
25,2025-08-29,280.07,58.7,Partial,
25,2025-09-28,167.51,50.65,Paid,2025-10-05
26,2025-01-01,391.54,90.86,Partial,
26,2025-01-31,295.16,62.19,Paid,2025-02-12
26,2025-03-02,98.55,37.94,Paid,2025-03-15
26,2025-04-01,244.04,53.38,Unpaid,
26,2025-05-01,169.16,37.17,Partial,
26,2025-05-31,121.2,34.66,Paid,2025-06-15
26,2025-06-30,278.56,49.96,Unpaid,
26,2025-07-30,233.04,56.26,Paid,2025-08-03
26,2025-08-29,406.36,66.22,Unpaid,
26,2025-09-28,340.84,86.98,Partial,
27,2025-01-01,374.07,62.62,Partial,
27,2025-01-31,194.84,44.76,Unpaid,
27,2025-03-02,393.48,97.17,Unpaid,
27,2025-04-01,153.22,47.62,Paid,2025-04-01
27,2025-05-01,402.55,95.3,Paid,2025-05-05
27,2025-05-31,150.76,35.58,Partial,
27,2025-06-30,328.46,55.6,Paid,2025-07-07
27,2025-07-30,281.94,59.5,Partial,
27,2025-08-29,251.52,64.49,Partial,
27,2025-09-28,173.1,50.82,Partial,
28,2025-01-01,194.17,40.32,Partial,
28,2025-01-31,477.38,87.41,Unpaid,
28,2025-03-02,293.45,63.23,Paid,2025-03-06
28,2025-04-01,281.38,72.79,Unpaid,
28,2025-05-01,258.66,65.36,Paid,2025-05-09
28,2025-05-31,243.85,62.05,Partial,
28,2025-06-30,368.78,67.28,Paid,2025-07-11
28,2025-07-30,262.86,61.21,Unpaid,
28,2025-08-29,313.32,63.98,Partial,
28,2025-09-28,52.77,29.28,Paid,2025-10-02
29,2025-01-01,50.04,27.16,Partial,
29,2025-01-31,408.56,88.86,Partial,
29,2025-03-02,134.22,37.78,Paid,2025-03-04
29,2025-04-01,55.56,30.22,Unpaid,
29,2025-05-01,61.93,28.19,Unpaid,
29,2025-05-31,168.42,41.37,Paid,2025-05-31
29,2025-06-30,86.83,36.22,Paid,2025-07-06
29,2025-07-30,278.3,61.23,Paid,2025-08-04
29,2025-08-29,311.5,74.42,Unpaid,
29,2025-09-28,274.22,57.54,Paid,2025-10-02
30,2025-01-01,147.92,40.85,Partial,
30,2025-01-31,70.92,33.65,Paid,2025-02-04
30,2025-03-02,64.0,28.97,Paid,2025-03-04
30,2025-04-01,134.92,45.89,Paid,2025-04-14
30,2025-05-01,320.71,52.74,Paid,2025-05-05
30,2025-05-31,188.52,49.67,Unpaid,
30,2025-06-30,158.56,35.96,Partial,
30,2025-07-30,373.16,68.01,Unpaid,
30,2025-08-29,257.31,66.07,Partial,
30,2025-09-28,106.26,40.31,Unpaid,
31,2025-01-01,495.99,102.76,Paid,2025-01-02
31,2025-01-31,77.14,33.85,Unpaid,
31,2025-03-02,204.04,57.04,Paid,2025-03-06
31,2025-04-01,391.98,94.21,Paid,2025-04-14
31,2025-05-01,97.51,36.25,Unpaid,
31,2025-05-31,340.61,81.95,Paid,2025-06-04
31,2025-06-30,469.43,100.79,Partial,
31,2025-07-30,376.89,66.4,Partial,
31,2025-08-29,55.45,30.61,Partial,
31,2025-09-28,369.3,86.18,Unpaid,
32,2025-01-01,484.94,114.87,Partial,
32,2025-01-31,339.65,84.54,Paid,2025-02-15
32,2025-03-02,216.36,62.84,Unpaid,
32,2025-04-01,315.98,55.08,Paid,2025-04-04
32,2025-05-01,418.14,88.72,Unpaid,
32,2025-05-31,417.27,76.58,Unpaid,
32,2025-06-30,310.62,58.2,Unpaid,
32,2025-07-30,479.06,88.26,Paid,2025-08-08
32,2025-08-29,331.54,72.43,Paid,2025-08-31
32,2025-09-28,194.68,44.56,Paid,2025-09-28
33,2025-01-01,210.55,53.32,Unpaid,
33,2025-01-31,159.96,40.43,Paid,2025-02-14
33,2025-03-02,246.94,46.66,Unpaid,
33,2025-04-01,404.98,85.53,Unpaid,
33,2025-05-01,268.27,69.18,Unpaid,
33,2025-05-31,265.76,59.6,Partial,
33,2025-06-30,100.73,30.15,Paid,2025-07-04
33,2025-07-30,350.98,89.3,Unpaid,
33,2025-08-29,273.99,57.25,Partial,
33,2025-09-28,192.35,46.69,Paid,2025-10-08
34,2025-01-01,156.52,45.61,Paid,2025-01-13
34,2025-01-31,196.48,53.47,Partial,
34,2025-03-02,456.13,103.35,Unpaid,
34,2025-04-01,311.02,57.14,Paid,2025-04-09
34,2025-05-01,291.45,59.24,Paid,2025-05-08
34,2025-05-31,83.71,30.19,Unpaid,
34,2025-06-30,308.04,57.07,Paid,2025-07-15
34,2025-07-30,397.23,85.32,Unpaid,
34,2025-08-29,381.91,83.97,Paid,2025-09-08
34,2025-09-28,410.01,96.6,Partial,
35,2025-01-01,74.76,28.87,Paid,2025-01-03
35,2025-01-31,440.98,103.58,Partial,
35,2025-03-02,298.1,62.25,Partial,
35,2025-04-01,124.05,37.62,Unpaid,
35,2025-05-01,290.45,59.64,Partial,
35,2025-05-31,447.82,70.62,Unpaid,
35,2025-06-30,243.08,61.55,Partial,
35,2025-07-30,221.22,62.05,Unpaid,
35,2025-08-29,201.83,44.68,Paid,2025-09-04
35,2025-09-28,88.33,37.01,Paid,2025-10-07
36,2025-01-01,265.51,61.72,Paid,2025-01-01
36,2025-01-31,252.17,63.14,Unpaid,
36,2025-03-02,362.47,58.09,Unpaid,
36,2025-04-01,98.23,38.26,Partial,
36,2025-05-01,134.49,34.33,Partial,
36,2025-05-31,335.28,64.53,Unpaid,
36,2025-06-30,389.24,72.74,Unpaid,
36,2025-07-30,75.99,32.07,Partial,
36,2025-08-29,89.78,35.32,Paid,2025-08-29
36,2025-09-28,361.69,90.64,Paid,2025-09-30
37,2025-01-01,454.51,71.96,Paid,2025-01-08
37,2025-01-31,142.97,34.5,Partial,
37,2025-03-02,267.49,65.1,Partial,
37,2025-04-01,311.54,65.67,Partial,
37,2025-05-01,240.12,48.53,Partial,
37,2025-05-31,234.96,56.01,Partial,
37,2025-06-30,368.47,64.73,Partial,
37,2025-07-30,230.56,64.54,Paid,2025-08-01
37,2025-08-29,239.74,60.8,Partial,
37,2025-09-28,421.82,93.15,Partial,
38,2025-01-01,287.84,67.38,Paid,2025-01-09
38,2025-01-31,82.53,36.1,Unpaid,
38,2025-03-02,352.5,70.32,Partial,
38,2025-04-01,463.18,96.51,Paid,2025-04-02
38,2025-05-01,341.0,75.03,Unpaid,
38,2025-05-31,459.4,80.6,Partial,
38,2025-06-30,103.75,31.45,Paid,2025-06-30
38,2025-07-30,327.42,53.58,Unpaid,
38,2025-08-29,225.88,59.58,Unpaid,
38,2025-09-28,342.49,63.37,Unpaid,
39,2025-01-01,310.09,71.98,Unpaid,
39,2025-01-31,215.76,59.19,Unpaid,
39,2025-03-02,327.98,58.67,Unpaid,
39,2025-04-01,126.24,41.35,Unpaid,
39,2025-05-01,347.13,68.6,Paid,2025-05-09
39,2025-05-31,415.03,62.89,Partial,
39,2025-06-30,332.29,85.85,Partial,
39,2025-07-30,425.75,69.89,Paid,2025-08-03
39,2025-08-29,58.74,28.97,Partial,
39,2025-09-28,218.44,63.18,Partial,
40,2025-01-01,326.31,59.44,Paid,2025-01-08
40,2025-01-31,104.85,36.68,Unpaid,
40,2025-03-02,248.61,65.65,Unpaid,
40,2025-04-01,402.79,84.25,Partial,
40,2025-05-01,224.81,55.22,Paid,2025-05-11
40,2025-05-31,155.54,47.55,Paid,2025-05-31
40,2025-06-30,209.1,42.78,Paid,2025-07-08
40,2025-07-30,363.83,91.04,Unpaid,
40,2025-08-29,191.12,51.08,Unpaid,
40,2025-09-28,323.78,75.14,Partial,
41,2025-01-01,282.3,48.96,Partial,
41,2025-01-31,325.94,82.99,Paid,2025-02-08
41,2025-03-02,319.38,55.37,Paid,2025-03-15
41,2025-04-01,219.83,51.11,Paid,2025-04-03
41,2025-05-01,57.78,27.51,Unpaid,
41,2025-05-31,70.43,28.19,Unpaid,
41,2025-06-30,308.72,71.93,Partial,
41,2025-07-30,283.93,55.11,Partial,
41,2025-08-29,240.19,51.19,Paid,2025-09-02
41,2025-09-28,307.32,71.52,Paid,2025-10-07
42,2025-01-01,472.97,83.33,Paid,2025-01-07
42,2025-01-31,250.25,64.34,Paid,2025-02-01
42,2025-03-02,244.46,51.72,Paid,2025-03-14
42,2025-04-01,389.12,62.66,Partial,
42,2025-05-01,50.8,27.48,Unpaid,
42,2025-05-31,344.73,67.5,Unpaid,
42,2025-06-30,203.96,58.34,Paid,2025-07-14
42,2025-07-30,77.1,31.4,Paid,2025-08-08
42,2025-08-29,151.29,47.39,Unpaid,
42,2025-09-28,117.26,32.93,Unpaid,
43,2025-01-01,91.12,35.95,Unpaid,
43,2025-01-31,246.78,57.61,Paid,2025-02-10
43,2025-03-02,401.41,72.62,Unpaid,
43,2025-04-01,116.42,31.68,Paid,2025-04-16
43,2025-05-01,485.7,80.39,Paid,2025-05-14
43,2025-05-31,280.56,60.38,Partial,
43,2025-06-30,262.11,61.95,Paid,2025-07-04
43,2025-07-30,415.02,102.09,Partial,
43,2025-08-29,237.39,44.03,Paid,2025-08-31
43,2025-09-28,71.83,32.49,Paid,2025-10-09
44,2025-01-01,409.18,66.96,Partial,
44,2025-01-31,391.93,77.86,Unpaid,
44,2025-03-02,266.93,50.91,Unpaid,
44,2025-04-01,412.29,71.73,Paid,2025-04-06
44,2025-05-01,364.98,69.58,Partial,
44,2025-05-31,133.94,46.39,Paid,2025-06-12
44,2025-06-30,103.37,34.62,Unpaid,
44,2025-07-30,423.86,86.01,Paid,2025-08-07
44,2025-08-29,112.37,32.53,Paid,2025-09-04
44,2025-09-28,107.32,37.13,Unpaid,
45,2025-01-01,472.35,107.82,Unpaid,
45,2025-01-31,294.06,77.21,Paid,2025-02-11
45,2025-03-02,337.8,64.66,Unpaid,
45,2025-04-01,394.4,67.21,Partial,
45,2025-05-01,267.54,59.9,Paid,2025-05-06
45,2025-05-31,373.53,72.88,Partial,
45,2025-06-30,270.24,60.33,Paid,2025-07-03
45,2025-07-30,277.39,54.38,Paid,2025-07-30
45,2025-08-29,255.37,48.56,Unpaid,
45,2025-09-28,134.17,34.74,Partial,
46,2025-01-01,475.04,67.82,Paid,2025-01-01
46,2025-01-31,454.52,85.97,Partial,
46,2025-03-02,353.96,88.29,Partial,
46,2025-04-01,179.16,38.41,Unpaid,
46,2025-05-01,297.87,78.9,Paid,2025-05-07
46,2025-05-31,119.83,32.11,Paid,2025-06-14
46,2025-06-30,221.3,59.89,Paid,2025-07-09
46,2025-07-30,198.95,48.07,Partial,
46,2025-08-29,177.33,52.53,Unpaid,
46,2025-09-28,303.17,73.64,Paid,2025-10-11
47,2025-01-01,456.16,104.03,Paid,2025-01-01
47,2025-01-31,348.71,81.62,Paid,2025-02-11
47,2025-03-02,348.24,77.48,Unpaid,
47,2025-04-01,444.91,75.49,Paid,2025-04-04
47,2025-05-01,425.09,94.81,Paid,2025-05-11
47,2025-05-31,389.37,85.13,Partial,
47,2025-06-30,268.74,61.15,Unpaid,
47,2025-07-30,419.53,62.43,Paid,2025-08-04
47,2025-08-29,420.35,70.82,Partial,
47,2025-09-28,490.02,89.61,Partial,
48,2025-01-01,65.92,30.78,Partial,
48,2025-01-31,214.9,46.31,Paid,2025-02-06
48,2025-03-02,181.13,49.4,Unpaid,
48,2025-04-01,155.84,44.62,Paid,2025-04-02
48,2025-05-01,299.43,75.42,Paid,2025-05-08
48,2025-05-31,51.48,25.98,Partial,
48,2025-06-30,258.15,60.21,Paid,2025-07-09
48,2025-07-30,238.39,48.39,Partial,
48,2025-08-29,404.51,71.13,Unpaid,
48,2025-09-28,374.14,84.35,Unpaid,
49,2025-01-01,170.4,42.93,Paid,2025-01-10
49,2025-01-31,344.35,75.05,Unpaid,
49,2025-03-02,253.18,62.24,Unpaid,
49,2025-04-01,226.74,47.35,Paid,2025-04-09
49,2025-05-01,255.3,69.95,Paid,2025-05-10
49,2025-05-31,243.82,62.24,Unpaid,
49,2025-06-30,241.36,50.84,Partial,
49,2025-07-30,431.19,72.62,Paid,2025-08-04
49,2025-08-29,416.55,72.2,Partial,
49,2025-09-28,302.3,65.39,Unpaid,
50,2025-01-01,269.29,68.59,Paid,2025-01-03
50,2025-01-31,363.21,60.58,Partial,
50,2025-03-02,466.68,72.83,Paid,2025-03-10
50,2025-04-01,160.17,37.61,Unpaid,
50,2025-05-01,294.22,56.12,Partial,
50,2025-05-31,93.39,36.48,Unpaid,
50,2025-06-30,112.06,37.81,Partial,
50,2025-07-30,114.03,35.04,Partial,
50,2025-08-29,155.43,43.51,Unpaid,
50,2025-09-28,195.85,39.7,Paid,2025-10-03
51,2025-01-01,131.53,34.7,Partial,
51,2025-01-31,381.05,96.06,Paid,2025-01-31
51,2025-03-02,371.62,68.5,Partial,
51,2025-04-01,170.57,47.88,Unpaid,
51,2025-05-01,415.72,79.84,Unpaid,
51,2025-05-31,311.62,64.06,Unpaid,
51,2025-06-30,496.34,71.32,Partial,
51,2025-07-30,480.92,85.39,Partial,
51,2025-08-29,353.89,78.26,Paid,2025-09-11
51,2025-09-28,441.2,68.37,Partial,
52,2025-01-01,350.8,65.17,Unpaid,
52,2025-01-31,173.25,49.03,Unpaid,
52,2025-03-02,239.49,65.74,Paid,2025-03-11
52,2025-04-01,77.33,33.81,Paid,2025-04-11
52,2025-05-01,172.8,38.53,Paid,2025-05-04
52,2025-05-31,129.35,45.78,Unpaid,
52,2025-06-30,224.5,48.87,Unpaid,
52,2025-07-30,329.59,73.2,Partial,
52,2025-08-29,166.24,46.76,Paid,2025-09-13
52,2025-09-28,99.58,35.19,Partial,
53,2025-01-01,411.21,75.89,Partial,
53,2025-01-31,319.92,64.62,Partial,
53,2025-03-02,97.66,36.49,Unpaid,
53,2025-04-01,367.4,91.38,Paid,2025-04-01
53,2025-05-01,311.56,68.8,Paid,2025-05-09
53,2025-05-31,107.23,35.01,Paid,2025-06-06
53,2025-06-30,479.98,89.08,Partial,
53,2025-07-30,212.13,51.36,Paid,2025-08-13
53,2025-08-29,104.36,32.73,Unpaid,
53,2025-09-28,469.84,97.96,Paid,2025-10-02
54,2025-01-01,481.15,107.53,Paid,2025-01-01
54,2025-01-31,391.64,60.29,Paid,2025-02-02
54,2025-03-02,438.49,81.95,Paid,2025-03-11
54,2025-04-01,103.55,32.56,Unpaid,
54,2025-05-01,209.95,45.0,Unpaid,
54,2025-05-31,409.38,67.4,Unpaid,
54,2025-06-30,354.36,69.56,Partial,
54,2025-07-30,152.76,43.06,Paid,2025-08-10
54,2025-08-29,247.43,67.51,Paid,2025-09-04
54,2025-09-28,167.55,42.25,Unpaid,
55,2025-01-01,426.27,72.26,Unpaid,
55,2025-01-31,143.73,39.54,Paid,2025-02-13
55,2025-03-02,410.83,66.69,Paid,2025-03-06
55,2025-04-01,220.6,49.57,Unpaid,
55,2025-05-01,263.98,51.44,Partial,
55,2025-05-31,186.5,41.55,Unpaid,
55,2025-06-30,73.41,34.05,Partial,
55,2025-07-30,280.36,67.19,Paid,2025-07-30
55,2025-08-29,319.32,59.22,Paid,2025-09-03
55,2025-09-28,67.28,30.53,Paid,2025-10-05
56,2025-01-01,399.81,85.41,Partial,
56,2025-01-31,150.3,35.61,Unpaid,
56,2025-03-02,111.09,42.18,Unpaid,
56,2025-04-01,69.6,30.31,Paid,2025-04-06
56,2025-05-01,252.07,63.22,Partial,
56,2025-05-31,396.3,90.99,Unpaid,
56,2025-06-30,420.76,64.56,Unpaid,
56,2025-07-30,131.39,34.99,Paid,2025-08-07
56,2025-08-29,302.96,55.06,Paid,2025-08-29
56,2025-09-28,50.4,26.41,Paid,2025-09-30
